0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	-1	0	1	0	1	-2147483648	-2147483648	1	-2147483648	0	-2147483648	0	0	-2147483648	0	-2147483648	0	-1	-2147483648	-2147483648	0	-2147483648	-3678	-2147483648	-2147483648	0	0	0	-1	-2	0	-2147483648	-2	1	1	-2147483648	-2147483648	0	-2147483648	0	0	0	0	1	0	0	0	0	0	0	7357	7357	0	0	0	3678	0	2	-1	-2	1	0	-2147483648	0	-3	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	1	0	0	0	-2	0	0	0	0	0	1	3678	-2147483648	1	7357	0	2	0	-2	0	0	-1	0	0	0	2	0	0	3678	0	1	3	-2	2	-1	0	3678	0	-1	0	-1	1	1	3678	0	-1	0	1	-1	0	1	0	0	-1	0	1	0	0	0	0	0	0	0	0	7357	3678	-3678	-3678	1	1	0	2	1	1	0	-3678	0	0	0	-2	0	0	-1	0	1	0	0	0	-1	0	1	0	0	-1	0	0	-1	0	0	0	0	0	0	0	-1	-3	0	0	1	0	-2	0	0	0	0	0	-2147483648	1	0	0	-2147483648	7357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-2	0	2	0	0	
0	0	-2147483648	-2147483648	-1	0	1	0	0	1	1	-1	-2147483648	0	0	0	0	0	0	0	2	0	-2	0	-1	0	1	0	0	-1	-2147483648	-2147483648	0	0	-2147483648	-2	0	-2147483648	0	-2147483648	0	-7357	0	0	0	-1	0	1	1	1	1	0	-1	0	0	0	0	0	0	-2147483648	0	-2147483648	0	0	0	0	0	0	0	-1	-1	0	1	1	0	0	0	-2	0	-1	2	3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3678	0	-1	0	2	0	0	1	0	-1	3678	0	-7357	0	3678	0	-2	0	2	0	0	0	0	7357	0	-1	0	0	1	0	0	-3	2	-11036	-1	0	0	1	7357	7357	1	1	0	-2	-1	0	0	0	0	0	1	0	0	0	-1	0	1	0	-1	0	0	0	0	0	3678	-1	-1	1	0	0	0	-1	0	1	0	0	0	-1	3678	2	1	0	0	-1	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3678	-2	0	-2147483648	0	1	3678	-2147483648	0	-1	1	1	-2	-2	1	7357	-2147483648	-2147483648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2147483648	2	-1	0	-2147483648	3678	0	0	-2147483648	-2147483648	-1	-1	0	0	
-2147483648	0	2	1	1	0	-1	1	0	0	-1	1	1	0	0	0	0	0	0	0	-2	0	2	0	0	0	0	0	0	0	0	0	-2147483648	0	-2147483648	-1	0	0	-7357	0	-2147483648	-7357	0	0	0	-2	-1	-2147483648	0	-2	0	0	0	-1	1	0	-1	0	0	-1	0	0	0	0	0	-2147483648	-1	0	0	0	2	3678	-2	-2	1	0	0	-3	0	-1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	-1	3678	1	-1	0	0	-2147483648	0	1	0	-1	0	0	0	-1	0	1	1	-1	0	2	-1	0	0	-3678	-1	0	2	1	0	0	0	-2	2	-1	-3678	0	-1	-2	0	0	0	0	0	-3678	0	0	0	3678	0	-3678	0	3678	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	0	-3678	3678	0	2	-2	-1	1	0	3678	3678	0	1	0	-1	-3678	0	3678	0	0	0	0	0	0	0	0	0	0	0	0	3678	1	0	0	0	0	-2147483648	1	0	0	0	0	1	0	-1	-2147483648	0	-1	-2147483648	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	-1	-1	0	0	-1	0	0	0	2	3	0	0	0	0	
0	-1	0	0	0	0	-2147483648	2	0	-2147483648	0	0	0	-1	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-2147483648	-1	1	1	0	-2147483648	0	0	-1	1	0	0	-2147483648	1	-1	0	0	0	0	0	0	0	1	-1	-2	-2147483648	0	-2147483648	0	0	0	0	1	0	-1	0	7357	0	-7357	-2147483648	-1	0	0	0	0	0	0	-2147483648	11036	7357	0	3678	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-1	-3678	-1	-1	1	-3678	0	0	0	0	0	0	0	3678	0	-3678	0	2	3678	-7357	-1	11036	-7357	0	1	-3	0	3678	-3678	0	0	0	0	3678	-3	0	-1	0	1	7357	-1	0	0	0	0	-1	0	0	0	1	0	-1	0	1	0	0	0	0	0	0	0	-1	0	0	0	0	0	7357	7357	-2	0	1	-1	2	0	-1	0	0	3678	-1	-3678	0	3678	-1	0	1	0	0	0	1	-2147483648	-3678	-1	0	0	0	0	0	-1	0	0	-2147483648	0	0	0	0	0	0	0	0	0	0	0	-2	0	1	0	-2147483648	-2147483648	1	-1	-1	-2147483648	0	0	0	0	0	0	0	0	0	0	-2147483648	0	-2147483648	0	0	0	0	1	-2147483648	0	0	0	1	0	0	1	0	0	0	0	0	
0	1	0	1	0	-2147483648	0	2	0	-2147483648	0	-2147483648	0	-2147483648	0	0	0	0	0	-2147483648	1	0	0	0	-2147483648	0	0	0	0	-1	0	1	0	0	-1	-2147483648	0	-3678	1	-1	-2147483648	0	0	0	0	0	-1	0	-2147483648	0	-1	-1	-2147483648	-2147483648	-1	-2147483648	-2147483648	-1	0	0	0	-2	3678	-7357	0	0	0	-2147483648	-1	0	0	0	0	-1	0	0	0	1	0	0	1	-3678	0	3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3678	3678	0	1	1	1	3678	-3678	1	0	0	0	0	0	0	0	-1	0	1	0	-2	0	2	3678	-2	0	0	0	2	0	1	0	1	0	-1	0	0	11036	3678	-1	0	0	1	3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	-3678	-3678	0	-1	0	1	-1	1	-1	0	-1	7357	2	0	-1	0	0	1	0	0	0	0	0	0	3678	-3678	-3678	3678	0	0	0	0	0	0	-1	0	0	1	-1	0	-2	0	0	0	0	-2147483648	0	0	-1	0	0	0	1	1	-2147483648	1	1	1	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	-2147483648	1	0	0	0	-2147483648	3678	2	1	-2147483648	0	0	0	0	
0	1	-2147483648	1	-1	-2	-2147483648	-2	1	-2147483648	0	0	0	-2147483648	0	-2147483648	0	0	0	1	-2147483648	0	-2147483648	0	-2147483648	0	0	0	0	0	0	0	0	0	0	-2147483648	0	-2147483648	0	0	-2147483648	-1	0	-1	0	0	0	1	-1	-1	0	-2	0	1	0	-2147483648	0	-2147483648	0	0	0	-1	-1	1	0	-1	1	1	0	0	0	0	0	-2147483648	3678	-2	0	7357	-1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	-1	0	0	1	1	1	-1	-3678	0	0	1	0	-1	0	0	0	0	1	0	0	3678	-3678	1	7357	7357	-3678	0	0	2	0	11036	0	-3678	0	0	-3678	0	3	0	0	0	1	0	7357	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	3678	0	0	-1	0	0	1	0	-3	3678	-7357	3678	0	0	0	-1	-2	-11036	-3678	11036	3678	0	0	0	0	0	0	0	0	-1	-3678	-3678	1	0	0	0	0	0	0	0	1	-2147483648	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	-1	0	-1	0	-2147483648	-2147483648	-2	0	0	0	0	
0	-1	2	-2147483648	-2147483648	2	-1	0	0	0	0	0	0	-2147483648	0	-1	0	1	0	0	-2147483648	0	-2147483648	0	-2147483648	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	-2	0	1	-1	0	0	-2	3678	0	0	-2147483648	-1	-1	0	0	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	-3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3678	0	-3678	0	0	0	0	0	3678	-1	1	1	0	0	3678	0	-3678	0	0	0	0	3678	0	0	0	-3678	1	1	0	-1	-3678	1	0	3678	7357	3678	-7357	-3678	0	0	-1	7357	0	-3678	0	0	-1	3678	0	0	0	0	0	1	0	0	0	-1	0	0	0	3678	0	-3678	0	0	1	3678	-3678	0	0	1	0	1	0	0	1	2	1	0	0	0	0	2	-11036	-1	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	-3678	0	0	-1	0	0	-2147483648	-2147483648	0	0	0	0	0	0	0	0	-2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	-2147483648	-2147483648	0	1	7357	-2147483648	-2147483648	-2147483648	0	1	0	0	
-1	-2147483648	-2	-2	2	-2147483648	0	1	0	0	0	0	0	1	0	0	0	0	0	0	-2147483648	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-1	0	0	-2147483648	0	0	0	0	-1	0	-1	0	0	-1	0	-3	-1	2	0	-1	-1	1	1	-1	0	0	-2147483648	0	0	0	0	0	-2147483648	-1	0	0	0	1	0	-1	0	2	0	7357	0	0	1	3678	0	1	0	0	0	3678	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	-1	3678	-3678	-1	0	0	-1	0	1	0	0	0	0	-1	0	0	3678	-3678	0	3	0	3	0	0	3678	0	0	-1	1	0	3678	1	0	1	0	0	0	0	1	1	0	0	0	0	0	-3678	0	0	0	3678	0	0	0	-1	0	1	0	0	3678	0	-3678	0	0	1	0	0	0	-1	0	1	3678	0	1	-1	-1	-1	-7357	3678	2	0	0	0	0	0	0	3678	0	-3678	0	0	0	0	0	0	0	0	0	0	3678	-2	0	1	-1	0	0	0	0	0	0	-1	0	0	-2147483648	-1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-1	-2147483648	0	0	-1	0	2	-2147483648	0	1	-1	-2147483648	0	0	0	0	0	0	
1	0	-2147483648	0	1	0	0	0	0	-2147483648	0	0	0	0	0	1	0	-1	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	0	-2	0	1	0	-1	-1	-2147483648	-2147483648	-1	0	0	0	0	0	0	0	-3678	-3	0	-2147483648	1	-1	-1	0	-1	0	0	0	-2147483648	0	-2147483648	0	0	0	-1	0	0	0	0	0	-3678	0	0	0	0	7357	0	1	0	2	0	-2	1	0	0	7357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3678	0	-3678	0	0	1	0	0	0	0	1	0	-1	0	0	3678	0	-1	-1	0	1	-3678	-1	-2	-1	0	0	0	0	1	3678	0	-1	7357	0	-1	0	1	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	7357	0	-1	0	-1	3678	3678	-1	0	1	1	1	3678	0	1	0	0	0	0	1	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	0	0	0	-2147483648	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2147483648	0	-2147483648	-1	0	1	-1	0	1	-2147483648	0	2	-2	0	-2147483648	-2147483648	0	0	0	0	
-2147483648	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-2147483648	1	-1	-1	0	0	0	0	0	0	0	-2147483648	0	-2147483648	0	0	0	0	-1	0	2	0	-2147483648	0	-2147483648	0	-1	0	0	0	-1	-2	0	2	-2147483648	2	0	-2147483648	0	0	1	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	-1	3678	-1	0	0	0	0	3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	-1	0	0	3678	0	-3678	0	0	-1	0	0	0	0	0	-1	-3678	7357	-1	2	1	0	3678	7357	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	1	0	-1	0	0	0	0	0	0	0	0	0	3678	0	0	0	-3678	-1	0	0	0	0	-1	2	0	0	0	0	0	1	7357	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	-2	-2147483648	1	0	3678	1	-2147483648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	-2	-2147483648	-2147483648	0	-2147483648	-2147483648	0	2	0	0	0	
